Video ID,Transcript
AcS2zoWrFq8,Harvard thinks red meat is inflammatory 
ciWHpHt9_Jk,Harvard wants you to eat seed oils and 
eNP2SSw0M2Q,add organs to your diet the hods that 
nwZ_ZceHYu0,I want to show you guys my favorite 
03TghQRGA34,did you know that corn flakes were 
XSgtXoC3UAQ,I'm not one of my favorite butchers I 
koFtA_6u0k0,Chick-fil-A is proud of the fact they 
yen4OdlhZ60,your healthy smoothie actually an 
93GIcexPCSQ,chocolate covered almonds are healthier 
C7QTb1cpLK8,is an animal-based diet the most vegan 
tPHWasyLqHk,so I found a huge container 
83AYM5srCLk,what's healthier almond milk 
AYy5vyHlYn0,in the blue zones people eat significant 
J9t3tKOtpyU,here's how many carbohydrates I would 
zUo4I05hTG4,if you do nothing else I believe that 
GpQgfHX2jZw,most people think of these Cheetos Honey 
szDB7PXcq8M,much liver should you eat every day you 
-4eVclrit2o,here's my full day of eating I start the 
8ayZ4__PiL0,ground beef is humble it doesn't get the 
K7yxl6IOZBA,plants contain defense chemicals which 
RZq8VnRrvy4,all of these healthy snack bars are full 
Qf-Zumc3ZO0,I want to show you guys my grocery haul 
zuQyKM-HL7o,Diet Coke versus Coke Zero what's the 
BQhI1Q0aEi8,mainstream carbohydrate recommendations 
Ww5lsjwlWXA,the Whole Foods salad and hot bar is a 
ML96viQZtQI,if you visit hunter-gatherer tribes like 
iN4Aa3Z1bIM,I just met some medical students here at 
gYtAuEG0F4w,plants do not want to be eaten except 
dxDC8W7pyGM,this is what is in every Pantry in 
DYq80RoGVlU,here's how much protein I would suggest 
fgn6uww_GrM,this is why most diets fail because most 
21H9kSOW2iQ,here are three more of my favorite 
1vb-JB8uD2s,RX bars claim there's no BS 
Cm2PRVJ6OXM,what are the most optimal foods for 
THCQna1ngOk,this is where diabetes obesity eczema 
fqGPW2oqNA4,is spinach causing your kidney stones 
Aa9W_MQrpUo,meat and organs contain far more 
iUvMvbgqqiQ,this is my favorite way to eat liver 
ke8DDaP4jFQ,it's pretty clear that the animal Foods 
blqHuxlNAeI,canola oil is toxic here's how it's made 
iu66Y5vmIH8,if you simply eliminate seed oils 
kmss5-n20po,Ezekiel Bread yay or nay listen guys 
Nxp-fK6zsgY,you guys have heard me talk about seed 
xTYSwjbsyh0,I want to show you guys how I would 
_5SXYOAuCLc,I want to show you guys my favorite 
bBBHOpikDaM,the University of Arizona medical school 
CE6Qaaznvu4,real eggs versus plant-based 
PUSb9MyFdiU,I want to tell you guys a hack that I 
Gyi0l-T84ik,eating testicle will likely soon be 
yH3sfinUSqs,so you guys know that olive oil is 
b9v_1Vgb6q0,trying to find the best place to get 
Vw8kgDl3770,the word saturated fat is almost like a 
jXTYIPHe28Y,this is how to shop animal based 
yhYnX1fGNjU,do we know that the diet that we evolved 
K5PryE6TlIo,Oatley oat milk man I gotta call this 
ssqHSKOAWdk,don't think vegetables are great for 
ghVyZtLxjZI,medical students are not taught to think 
IAputm2gh3g,check this out smart bacon I don't know 
Zo_Bo696TM8,if you have gut issues and you go to a 
5gmNEqaxOEQ,to show you guys the difference between 
Vm5YFzpdax4,does Chick-fil-A use seed oils on the 
eRy9eX4Gc3U,just got back from the United States I 
f2NrDu0_gQA,I'm at Walmart and I'm walking through 
Nd7JeGdYVME,you've heard of a plant-based diet but 
o0Wrri264iw,there's a sign right there that says 
G2GRr_-ZYiw,eating red meat will lengthen your life 
5796pyRUxFo,I got some kefir grains I just got them 
1p7kCX3SJOo,I have a question for the folks at kind 
CrUOEf4CQts,maybe you're very Gourmet Gourmet 
U3Ec3xY4Hf8,diet soda is damaging your gut please 
KQ071pHCyto,here are three animal-based breakfast 
698-JrKI2js,what do I think about olive oil look 
U58YWlTgzFE,even at Walmart you can find grass-fed 
DJ9UFz0sZ0A,even in Walmart people know that the 
3oICD74K00o,here's how I would shop animal based at 
yLKulEdvBMU,does cancer research and treatment 
iQ_bhxIPGEI,when I'm in the U.S I come to gyms and 
fpDX5D9RnEU,full day of animal-based eating keep in 
9gRbOUIa1ok,red meat is not causing climate change 
99VYlEXpaoA,doctors don't have time to talk to you 
ShEs887Fbsk,check this out guys when you absolutely 
aL4lSn6_i2Y,I'm on the run today didn't have time to 
DBDCsDbVKzM,so on the second floor is the Obesity 
DOHtXh24ZLk,so I went to medical school not once was 
tb9rTsZwCAI,the average American eats the equivalent 
HYjT9U6QkEw,is your bone broth actually irritating 
k7xR5DfRXp8,here are four ways to optimize your 
a4sK9HJrxW0,I promised you guys a video about how I 
afCBg28LP-o,red meat organs fruit these foods do not 
DPtkUk6wQZk,I love butter cheese and milk raw dairy 
BA_qmBoR6Eg,fruit won't make you fat fruit won't 
XrE5ZkVMaDE,plant-based meat weakens your digestive 
2ARPAsZK41c,alcohol is a poison even at low levels 
x3GkeJcPQYc,do you want to lose weight stop eating 
M8NWxug2F_Y,Whole Foods you you can find what I 
5fsudhrzcWY,that is an upside down pineapple I'm not 
YHOoeh7DqvM,let me tell you guys why I think kale is 
dt7sBXy7IVE,I want to show you guys what Med 
rrOBVnWTduU,this is my homemade kefir it's pretty 
FAIuPGlF8zU,[Music] bone marrow is amazing I'm willing to go 
BzzuQS8gl3k,don't eat raw egg whites 
l15Jrng7Tmg,raw milk is so much better than 
Q88y8giVk80,my cholesterol is Sky High am I 
wVort7F0Z-M,do you know what's in the cream filling 
l6IhEELwo40,I got some food allergies I'm curious 
f0Zw8j7a0KY,let's do a simple experiment with Chia 
m4-ob_gXY1Y,you guys ask about olives a lot 
VTmTKw8RXKU,there are way more I think it's five to 
yqLuGtlPUQ8,I'm here with my daily supply of bananas 
7GomN1xISUs,I'm going to show you how to make the 
MXIT3baMmBo,i find it hilarious 
nNUF6xb6wPM,what if vegetables aren't good for you 
wd4JnHoI0mo,this looks like a freaking gas station 
Uinu3EtLd4I,organs are the most nutritious food for 
VuvvYJtVBPY,I used to think Manuka Honey was kind of 
IrokkNTuwF4,there should be a picture of someone 
1rlHJOy2dJc,why are pharmaceutical commercials even 
O-0YuRFmiAM,what's healthier sauna or broccoli 
awas0fb9OC0,what's more important diet or exercise 
nv29A1cruUg,it's crazy that when most of us think 
6utEu2IPLz4,so many children today have diabetes 
puGlv-qjtPY,that bone marrow all that goodness in 
1xtf1TYfK4s,pharmaceutical companies fund the 
bCSjz8TVhTY,eating celery is a fantastic way to get 
bUJeEZkDggw,i love cheese 
5WC3ttkxPvM,we don't live in hunter-gatherer times 
dJyfMo9jvZ8,don't trust me 
Ed0E5qX9wWg,avocados great i love them avocado oil 
_VxsifaNVAU,look at what I found guys a snack stand 
dKTUVGDjKj0,i'm gonna show you guys how to eat 
MjktANQG120,this is how to find raw milk near you 
0lVI3v19iUY,how do you detox from seed oils like 
WiKQAOWfOi4,how are you gonna get how are you gonna 
MHTwSRP_cjU,being in nature 
FwglS-HbmNw,i don't eat 
YjfM-E-Dr-0,these are the most recent dietary 
4WGFtmUcTGg,this is the key to weight loss stop 
lEe-jmO-jt4,coffee is depleting your minerals we 
pttJzgqFBWg,i'm here at a regular grocery store i'm 
aui30OPBfIA,we have a mental health crisis in this 
NG-Hh3tAkS0,the Whole Foods hot bar is a train wreck 
nMrPJ-VJa1E,vitamin d pills 
UFueDJUwz2A,throughout 17 years 
cve2_kOLN0M,kombucha you guys ask me about this all 
YB1DyU0JQY8,why would you ever 
fohp3ODi3S8,I don't eat fish here's why 
OIkRZYFbbDQ,you five more things that are probably 
zYcb5nYWtAA,there's a lot of food out there that's 
r1YX7xzVGdY,eat beef and fruit this is the simplest version 
OnfrsJx8IAE,one of the saddest things that i see 
eH7uiHsMgCU,to those of you who would say i could 
4xRX3Y9BcEc,why do i eat 
PBJN9wDC9IA,this is why 
OB-DnC7r6G4,it's tomahawk tuesday 
8V4z6Zjwo18,i'm here at a regular supermarket i'm 
c0r7yEixoVI,your breakfast versus my breakfast your 
v6utWNd8Y_c,gluten-free tortilla wraps you thought 
teaUaH8R_yM,time for what does my carnivore puppy 
0B9QoUji8Kg,happy july the 4th i thought i would 
Xs_46tP_hpk,polyester shorts and underwear could be 
UNaIf0rpQJ8,i am 45 years old today and this is my 
RkwwPLx0fP8,gum  or not why don't you just chew food 
5svRipLoy2Q,in the freezer section looking for 
IfVX5CXlTdE,i want to show you guys my skincare 
-U9YwS_e380,i believe these seed oils are making us 
SATM3VJyVYc,[Music] here are three reasons you are still 
Z2EkXgQcxmo,non-stick pans 
GIUa65v7ZBw,this is what is wrong with western 
cjYv6ahzHOM,people always ask me how do i lose 
2M_OUQ_siBY,imagine putting the wrong oil in your 
rPp6f5Jnz2o,this is how i eat animal based while i 
xvPgZfZREeg,artificial sweeteners like stevia and 
y-bxATtvIF0,you may not be in a hunter-gatherer try 
Ag1HbsGqrp0,[Music] eggs or not the answer 
YF3r99ZdMkM,your high blood pressure is fixable high 
JPwUMhmajRA,sometimes people say paul you're too tan 
ub9Y9K94Guw,you guys know that i think regular bread 
BAY_Uj9DLkA,plants contain defense chemicals plants 
f7PIaBa5w0Q,one why would you use olive oil or 
FH-PaE66F7U,your skin issues acne blemishes etc are 
63H-fH4aObk,i believe that seed oils like these are 
GUzUddx9UF0,tuna in a can or fresh or not 
_MVWOAnMn1g,western medicine doesn't teach doctors 
D6XQTMoVevw,you've been told that plant foods like 
AVHUVKYN4GM,you are addicted you are addicted to 
7Xnv5U3QUG0,coconuts or not this one is 
jNGO1V9KlIk,i'm going to show you guys what i eat 
8a4cbyP-CbM,cigarette packages in the u.s or costa 
yqOUifYvtg8,do you think your ancestors got excited 
gwBFpb-37-M,energy drinks are all the rage today but 
VGbTiOBMKUI,i have a confession to make this morning 
cYWkt4y58Go,a vegan diet is the ultimate anti-libido 
LNedlg1mQMw,people often ask me if i use deodorant 
1__yc0GzxLw,these seed oils were originally created 
8SXZUbl7CRw,[Music] very few things make me more sad than 
z1ub7PfX22o,alcohol or not listen alcohol 
AitX6UipzXA,i think almost everyone knows a junk 
jyejpKsXKXk,i say meat and organs are the optimal 
S06E9VYV7j4,[Music] whoa whoa whoa what are you doing dude 
f9W2U_r5ixk,i am not a fan of eating vegetables 
Ov2obbPnQQI,toothpaste or not 
PyHVry9EPFY,you've been told that all vegetables are 
TKeyH_8s7mA,beans  or not we all know from elementary school that 
q6hCxRUL_zQ,inflammation are you just covering the 
9OKCnr0d4OM,this guy over here is using air pods he 
o40ouA7xPFQ,never do this 
xY-seDrQ4qc,nutrients found only 
PbflpB2KcCU,why are so many people in the world sick 
TxYru42yi0o,and my vision has always been the same 
6H2g3TwrRak,diabetes obesity mainstream western 
wQYEMOrTysg,you sometimes ask me which vegetables 
M4e58dWnc7w,you are probably inflamed inflammation 
9wDKFf7hvyU,an animal-based diet is too expensive 
RV9g-Maav_4,what if i told you that there is a very 
2i7ELY0R3Kw,[Music] i don't think any of us believe there's 
vn4yF1UUtr4,honey  or not this is raw 
bUy2EaaUTwM,people always ask me can women do an 
7IyFfrcWVOE,i'm gonna debunk some common myths while 
gZWC_JxjljM,I used to be a raw vegan for seven 
pMHxEPKu0NY,the number one killer of humans 
3cBioKtsUbY,[Music] tea  or not tea is a plant 
nmwFHXHCb6o,your chronic illness is very likely 
sBWUrRkma3w,i'm back with my favorite foods the 
-oXNqCb5Bgk,your garden 
iT7DxpR8IJY,sometimes when people see the way that i 
2fGij-Ipb3k,which of these two diets is sexier 
jt-FdOb7EH4,sometimes people ask me if i take cheat 
iT03Yx6ge3o,carnivore md here your running form is 
OYDAwBYd_UU,what in the holy 
2SPuz7F6Ifw,whoa whoa whoa whoa whoa whoa what are 
e-KTjQyZNvQ,creatine carnitine choline carnosine 
O2Wn76_EHnM,one of the saddest things for me in my 
AuBzPFyO-Ck,carnivore md here welcome to my saturday 
ne-0X9uj2ew,carnivore md here i want to show you 
w5xl6CEnAbQ,plants do not exist to feed humans 
iAreJzLUEw0,here is the Untold Truth About these six 
wBvRLJbqioA,four Foods you must eat before every 
ZYopjbzDZxU,top eight anti-inflammatory foods you 
x2GvV3Ipl0w,lose weight till your pants fall off by 
Xr0MDat3VWY,five foods you should never eat if you 
geflFZTRHzs,five foods you should never eat if you 
VQ-UIyzLLmc,never put these six Foods in the 
JHwsyXDlXRQ,if you do 50 push-ups a day for 100 days 
cnjj9O7d-jY,here's the ugly truth about Welch's 
Ce4GbdNoMZ4,if you eat chia seeds every day here are 
Dn78XcHRLRA,if you eat watermelon every day this is 
s53XNXj0my8,if you eat broccoli with nutritional 
WWJ69pUeIMw,if you eat eggs every day here's what 
jFO-XG5Avt0,six deadly beverages you must avoid 
tchvntCYDRo,you're being poisoned six toxic drinks 
ap5eF8sSuGk,intermittent fasting doubles your risk 
BEo5_BS0-co,top best seven foods that fight and 
rPD2o35hinE,top best seven foods that fight and 
MtxX5P48NP8,six foods you should never eat if you're 
RLVkBOxcAqE,never eat these seven foods before bed 
aSNgLcGeCtE,never eat these seven foods before bed 
HW_N9ga76SI,they want you to have diabetes did you 
E-8ZQe9LYdY,if you do 100 sit-ups a day for 100 days 
QbP4u-1YMiE,if you do 100 sit-ups a day for 100 days 
gVXMHLcYniU,six dangerous daily habits destroying 
Ij_aZhE2rEI,six dangerous daily habits destroying 
vlD4euRnwHE,"if you walk 15,000 steps a day every day "
scA2_uOz3Do,if you want to lose weight in 2024 you 
mrFMy_n_YPo,you've been lied to about heart disease 
IMC4UT-5SrQ,you can't sleep and it's killing you 
6zxUxcnXdww,seven weird signs you already have a 
KFmh4kh_6hg,seven weird signs you already have a 
k_6wAadqn-c,if you want to face free of acne pimples 
zI_uQV8pZD8,if you want to face free of acne pimples 
lo5Pk60Ci0I,seven must eat foods for whiter teeth 
PUP8nMDkrU0,seven must eat foods for whiter teeth 
qAGI4EvHkXM,seven biggest mistakes everyone does 
PK_CKcMtV3s,seven biggest mistakes everyone does 
sINRQFkAUuc,six foods you should never eat if you 
hTeIlNdT5j4,seven foods you must eat if you want to 
BvGse8cNB6k,seven foods you must eat if you want to 
SZf0lj2LpXw,seven signs your body is trying to warn 
0csnU0l7p6A,seven signs your body is trying to warn 
XQnIy64ZKzw,if you do 100 push-ups a day for 100 
KpA8Q2BAYIw,if you do 100 push-ups a day for 100 
sHO1JD5aqWA,six Foods proven to cause memory loss 
pfuBUsoI-Cg,ate foods you should never eat if you 
K0_4401DAq0,ate foods you should never eat if you 
y5vAfNKQyJo,six herbs you must eat if you want a 
T-Voaqrf7zc,six herbs you must eat if you want a 
QbLNws7zHpA,top six foods that make you live longer 
1Ku7oT23zvk,if you stop eating for 100 hours this is 
o0jaUcTzaSU,if you stop eating for 100 hours this is 
i_gTNepQlx0,six beverages you must drink if you're 
QTO_aFqOWsA,six beverages you must drink if you're 
c4PYRt5zmLU,you will never get old if you start 
GrSl7UFfvcQ,signs you have cancer and don't know it 
oEJNVyLSICw,you will never get sick again if you eat 
UAUoQD8uGp8,you will never get sick again if you eat 
qrHrqWjxLhE,six foods you should never eat if you 
Zc_XmV0Fjx4,eight oils that will fight wrinkles and 
tEsxMCePVsk,eight oils that will fight wrinkles and 
yLt5rDGeNMM,six Foods you must avoid if you're over 
3GVUki-N04I,if you eat onions every day this is what 
MqvJlZTmkNg,six toxic foods that are causing damage 
ctz-TFqM5VQ,six toxic foods that are causing damage 
tQZkrW3WCzw,stop eating breakfast skipping the first 
Gb_ZJy_G5q4,eight early signs of heart attack you 
Y4qWAIKcKS0,you're being poisoned six toxic drinks 
Ib18Db9hviM,you're being poisoned six toxic drinks 
O_WPMhootHw,seven worst foods that are killing you 
Q87ssD7BdsQ,top five foods you must eat if you want 
hWqw0vx5gXI,six simple and easy daily habits that 
BeWnfTajXTk,if you stop consuming sugar for 15 days 
YF6XzCsEVCs,six foods you should never eat if you're 
GyZ6Om1vyY4,six foods you should never eat if you're 
NYexdU4VEQw,if you take a shot of hot water mixed 
3eI3eCS1UTw,seven foods that will fight acne and 
mAA570QZTr0,seven foods that will fight acne and 
GrsICLucwKw,stop drinking water stop drinking water 
_jLeyJr49mw,arthritis warning never eat these seven 
15elztyT_g8,soda companies don't want you to find 
MgmCVcL7K6A,put these five foods in the refrigerator 
OpLPas7qPE4,five absolute best ways to stop sugar 
-0misQUPxL8,seven foods you must eat if you want to 
tmR1s4RUFls,10 foods that can actually kill you 
U5Eeua2UpYA,arthritis warning never eat these seven 
h4FOc8zalNk,six life-saving Foods your heart needs 
kUZKMVLgACY,get rid of diabetes forever with these 
d3vPeKWInUc,four proven ways to regrow hair 
CIUTVwDyQKA,you will never get old if you eat these 
Qmc8cnk_LDc,you will never visit a hospital again if 
zaSsrsvtSIE,I ate two dates daily for 21 days and 
Dlp_xhdx-Ns,if you can stop smoking cigarettes this 
AK2OKaLR8FA,you can't sleep through the night the 
cH3jnS6hxK8,your kidneys are dying here are six 
_J4yha8S00M,whiten your teeth like snow by eating 
fyYPt6P3XBc,the top six worst foods for your heart 
6AdjjH43l3w,never eat these seven foods otherwise 
4nZC03nSqkA,six oils that will fight wrinkles and 
g4wsgeOkBOM,top five forbidden herbs reshaping the 
mHMCgMgW-0U,surprisingly only 7% of people are aware 
5X9qxkbvrWM,are you struggling with muscle growth 
w-CmBQDmgO4,six things your feet can tell you about 
_PkY46AVU9I,six proven cancer-causing Foods you had 
gB6YDJFvJY4,top five foods you must eat every day if 
DJKNAJc3gXE,six hidden signs your body is trying to 
-apl4OstsTc,never put these six Foods in the 
XY0hYVz-zt0,cancer Alert five signs you shouldn't 
r4MAhBVe47s,six early signs of stroke unfortunately 
E9HdTFapkIw,six Foods you must eat to clean arteries 
gIdnmkjbu9w,10 things you should do if you want to 
ZODw-oDct_E,what would happen if you chewed one 
uqNbdpa5BCg,seven cancer-causing foods proven to 
I2bjwCi14eA,three oils that will fight wrinkles and 
tMnJiZNdL_A,you will never get old if you start 
mljFQO78up8,here's what happened when you do 30 
xchJa1w5nrU,here's four incredible health benefits 
i-zS2ykbHTU,did you know that one of the most common 
jrDxrzYBHWc,did you know that B12 deficiency is one 
K2ZPRx1XduE,here's five amazing ways to boost your 
fqoiy0HL5oU,three amazing things that will happen 
Nv0zjZ_ybgU,do you want to optimize your health and 
JMFf9MKtQY4,if you're trying to lose weight it's 
CSqqUJiixdU,here are top 5 vegan foods for muscle 
-al6hCGdjZk,here are five ways that Sugar can harm 
mCwIVehNXvg,here are five foods that can help 
PrLz1t0dOug,we all know that eating a healthy and 
NmRE9ihHoL8,here are five very important superfoods 
ygQ0sfisI38,here are five simple and easy techniques 
202CwlU9gHY,here are five affordable and healthy 
s9Ub9bXtJUQ,here are the top five plant-based 
WNUc4t4QVxs,here are the top five foods to boost 
dILhV4goIfA,here are the top five foods that can 
fLTCWd__uFo,here are top five foods for muscle gain 
qLzszgiqRwQ,five unhealthy snacks and their healthy 
ItgEq9lvbX0,here are five proven tips for longevity 
EFCAQNBXdlw,here are five simple steps to burn 
3jd2WrYIRiA,inflammation is a common issue that 
mM1jzxf3Wag,top 5 foods to stay away from in 2023 
XVALrQcVSqE,in just 60 seconds we'll be sharing with 
1F1zxIhbxVY,we are at a Crossroads in our lives 
9s2XP6JoxCQ,are you struggling to lose weight want 
3SHtxj9nRpM,here are the top 5 foods to stay away 
9eeNkQNtfxY,are you looking to improve your diet but 
PdLrENnDPbA,here are five simple steps to help you 
ffF45hF4NV0,chase your dreams not excuses 
c956Rmjfquw,five habits of successful people 
