ID,transcript_with_punctuation
5m08ktMLinY,"welcome to nap snacks. when I make a snack when my baby is supposed to be napping and I don't have to worry about little hands eating it. no, let's make microwave French toast. cut up two slices of bread. you can use multi-grain to get a little bit more nutrients. add that to a microwave safe Bowl. we're gonna add one egg to a mixing bowl, two tablespoons of milk to the egg, one tablespoon of syrup, syrup, whatever you say. then we're gonna add some cinnamon. just measure with your heart and mix that together. real good, all right, we are gonna pour this mixture all over that bread. we're gonna put this in the microwave for about two minutes. all right, we have the ooey, gooey goodness. I'm going to top with some strawberries. then I'm also going to add some high protein vanilla Greek yogurt on top and just a little bit of maple syrup. because you know Life's Too Short. Happy nap snacking. just be careful, because it's really hot and you might spill it on your floor."
rnPJaxl_7mA,"if you're like me, you use your herbs for specific recipes and then they die a slow death in your refrigerator. I have a hack, a hacks going to save your herbs and it's going to reduce waste. you're going to take an ice mold, you're going to take whatever herb you got. this is time, and I'm just going to get those sleeves off and put them into one of the Ice Cube molds. you can put however much or little you want in each Cube. all right, we have those thyme leaves in those ice molds and then we're going to fill up the Ice Cube molds with some olive oil. that way, when they freeze, you can just throw them in your pan and then, boom, you have nice Herby olive oil ready for whatever dish you're cooking. then I'm just going to put this in the freezer until they're all nice and Frozen. once they're frozen, you can just throw them into a warm pan and then you can use it like you would your normal oil."
SkzR5IOnP5k,"look at this pizza muffin. but what if I told you it was also loaded with veggies. perfect for kids and adults. let's make it together. preheat, oven to 350.. in a mixing bowl we're going to add a half a cup of grated carrots, half cup of grated zucchini, one cup of finely chopped broccoli, quarter cup of olive oil, 1 cup of milk of your choice, two large eggs, one tablespoon of tomato paste, quarter teaspoon of garlic powder, quarter teaspoon of onion powder, half a teaspoon of oregano, one teaspoon baking powder, half teaspoon baking soda, a half teaspoon of salt. mix that together. we're gonna add one and a half cups of whole wheat flour and then we're going to add in a half cup of chopped up turkey pepperoni, about three-fourths of a cup of shredded mozzarella. mix that all together. add your mixture evenly to a muffin pan that's been sprayed with nonstick spray. you can leave as is, but we can also top with some mozzarella and then some chopped up turkey pepperoni. place an oven for about 20 minutes."
xjgDjx1HR3Y,"hi, I'm a dietitian and here are some things that I've said that have made the internet really, really mad at me. number one: that carbohydrates are the primary fuel source for the brain. I don't, I don't know why this one made people mad. apparently, people just really really want to start a riot against bread. number two: if you have a working liver and kidneys, you don't need to do an exogenous detox. apparently, people on the internet just really like drinking their detox teas and spending their evenings on the toilet. number three: all foods fit within a well-balanced diet. I don't know why this one makes everybody so mad. I'm telling you you can eat. would you rather me just be like no, don't eat this, like I don't know what you want me to do, like, of course, all foods can fit. number five: I think people really don't like it when I say you can cook with seed oils and you won't die. number six: I've said if you've lost the weight in an unsustainable way, then the weight you lost will also be unsustainable. ah, what else have I said that's made in men, oh um. that you should not eat laundry detergent in the name of Health. not gonna lie to you, that one that one's still fresh, still stings a little bit [Music]."
05J3vTYNqCw,"I was influenced once again. let's make the viral chocolate raspberry clusters. get you some raspberries in a mixing bowl and just Mash those with a fork, no fancy technique needed. and then you're going to add a little bit of honey, just measure with your heart. and then you're going to add a little bit of that Mash onto a parchment lined sheet pan, into portions. then you're going to pop those in the freezer until they firm up, and then you're going to dip in some melted chocolate and pop them back into the freezer until they Harden. and then wham bam. thank you, ma'am. you have this yummy, delicious, chocolatey raspberry treat."
6ylpuDg5u1c,"do you need a super simple dinner? then let's make a baked pesto chicken. preheat. oven to 375.. add two to three skinless chicken breasts in an oven safe dish and then season and measure with your heart- with some onion powder and garlic powder, some paprika, oregano and salt and pepper. be sure to season both sides. we're going to lightly drizzle with some extra virgin olive oil and then you're going to add a little bit of pesto on top of each chicken breast and smooth it out. use any kind you like, but my sweet neighbor gave me this. thanks, Heidi. then we're going to add some tomato slices on that chicken and we're going to add some fresh mozzarella on top and then drizzle with just a little bit of balsamic vinegar. place an oven for about 25 to 30 minutes."
OdrcqPh-O-I,"welcome to nap snacks. want to make a snack while my baby naps and I don't have to worry about little hands eating it? avocado feta dip- let's make it. get your bowl, chop up three ripe avocados- hat whoops, I'll just pretend that didn't happen. half a red onion chopped. one broma tomato chopped up. you found out my secret. sometimes she does it now, but I still make these videos. I do this for you guys. some parsley juice of half a lime, some garlic powder. just measure with your heart. our nap snacks have been infiltrated. she's found me out. we're gonna get some feta cheese and you're just gonna measure until your heart's content. just measure with your heart. you know what I always say. and about a tablespoon to two tablespoons of extra virgin olive oil and a little bit of salt and pepper and then mix it together. look how freaking good this looks snacking. and if your baby is in the middle of an abstract, just know I feel ya, oh, do you want to bite? this is why"
So2IP_Uc5OA,"okay, I've been feeling very- Come on, Barbie, let's go party, maybe because all the Barbie movie ads, but I really want to channel that into a smoothie. so that's what we're going to do today. step one: get your ice. step two: get like half a banana, as I was saying. step two: get your banana, the vanilla protein, a good amount of raspberries, handful of strawberries. just push that down if it's past the max fail line, then we're gonna add in one baby b. it's steamed and peeled. I know you're probably thinking, Sarah, that's so gross. who are you, Dwight Schrute? no, I am not. I promise it'll just give a pretty pink color and you won't even be able to taste it. we're going to add in some coconut milk. why is it chunky, like that shake? well, before opening, all right, that that was my bad shake. shake, shake, shake, dad's better- and blend like there's no tomorrow. oh yeah, that's very barbielicious. look how beautiful. I'm also a firm believer that Barbie would tell us to put whipped cream on it. so I'm just here fulfilling what she wants in this life. okay, Come on, Barbie, let's go."
7UZpN5t5Czc,"do you need a super simple dinner? well then, let's make a one pan chicken casserole. preheat oven to 375.. season your chicken breasts or chicken tenderloins, however you prefer. get your casserole dish and add one and a half cups of wild rice. add one and a half cans of cream of chicken and then fill one of those cans with some chicken broth or water. we're gonna mix that in really well. then we're gonna add some frozen broccoli on top. we're gonna add that chicken in, then top everything with a little bit of french onion soup. mix, just measure with your heart, lightly wrap in tin foil and bake in the oven for one hour."
q_iQygCzNzM,"do you need a super simple dinner? well then, let's make mozzarella stuffed meatballs. that is right in my eyeball. preheat oven to 400. we're gonna add about one pound of ground beef to a mixing bowl. we're gonna add about one tablespoon of fresh chopped parsley, some minced garlic- just measure with your heart. half a white onion chopped, one egg, two thirds a cup of Panko bread crumbs- so easy to measure with your heart- with some onion powder, garlic powder, oregano and salt and pepper. mix that all together and form into one big ball in a skillet. you're going to add your favorite marinara sauce just a little bit to the bottom. just smooth that out. get enough meat for one meatball. I found it's easy to use an ice cream scoop. you're gonna form it into the meatball and then put a little mozzarella Pearl right in the middle and then add it into that marinara sauce on that Skillet. repeat for all the meatballs. place an oven for 25 to 30 minutes."
lJz3n8POkOw,"okay, I know a lot of us tried the viral cottage cheese cookie dough, but have you tried edible cake batter? and no, there's no cottage cheese. let's make it together. we're gonna add one can of chickpeas, drained and rinsed, a quarter cup of oat flour, two tablespoons of sugar, a tablespoon of maple syrup, tablespoon of vanilla extract, a quarter teaspoon of baking powder and a tablespoon of milk to a bowl and add sprinkles."
tJK3qfAobjI,"do you need a super simple dinner? well then, let's make a one pan. cheddar and broccoli chicken bake, preheat, oven to 350.. get two to three skinless chicken breasts and season a measure with your heart with some onion powder and garlic powder and some paprika and salt and pepper. in a pan pot or Dutch oven over medium-high heat we're going to add enough oil for those chicken breasts and warm it up. add your chicken and cook all the way through. once your chicken's done, set aside and then in the same pot, you're going to add some minced garlic, half a white onion chopped, a cup of chopped up broccoli and some shredded carrots. we're gonna let them chill and be friends for about five minutes. add in two tablespoons of butter, about one cup of jasmine rice, two cups low sodium chicken broth and at least one cup of freshly shredded cheese. but you know, just measure that with your heart. add that chicken back in and smoosh it in, then top with some more cheese, place in the oven for about 20 minutes. at that 20 minute Mark, take it out and add a third of a cup of milk or heavy cream or half and half. top with some more cheese and some crushed Ritz crackers. it's in the oven for five more minutes."
5dA8VEJzvy0,"today, my 18 month old came up to me and said: Mommy, I love you so much. I would love for you to make my favorite Cheerio bar snack. but it came out dada, and so that means she wants a snack. so let's make it together. three cups Cheerios- if you're like me, you have an ungodly amount in your house. three-fourths of a cup of peanut butter or nut butter, a little less of half a cup of honey. mix all of that together. I really should have microwaved the peanut butter, but it's too late now. all right, get your refrigerator dish and pour that mixture into there. fine, we're good, sorry, all right, we're gonna press that down and make it flat on top. that way we can cut it into bars later on, after it's chilled. place this in the refrigerator for about I don't know, like three hours, maybe chill. so we're gonna take it out with that parchment paper. just cut it into as big bars as you want. yum, look at that, Harper, you want a snack?"
5Hfq_GXHxV4,"here's how this registered dietitian plans the weekly groceries. the first thing I like to do is plan out each night's dinner- I definitely make sure to a lot for leftovers, new recipes and some old recipes that I know my family likes- and then, with those meals in mind, I go through what I have in my kitchen now and then I make my grocery list according to what I have in my current inventory. I like to ride out each night and then write down what ingredients I need for each night that I don't have on hand, and then I make a miscellaneous bar that I'll add things that aren't necessarily for those dinners, like bread, shampoo, things like that. and because I'm a mom of a feral toddler, I like to order my groceries online. but I also like to order them online because a lot of the times the coupons are readily available and you can just click them rather than if you were in store, you'd have to go and find them because we are Balling on a budget."
FdCe1wl278M,"I went to Costco for the first time yesterday and here's what I bought. I'm usually Sam's Club girly, but I was pleasantly surprised. anyway, I've been trying to focus more on protein, so I got these chicken skewers for my lunches and a ton of protein per serving. and then I got this beef sirloin for my husband's mail preps. it's already cooked, all you have to do is cut it. so I was very excited about that. and then five pounds of lean ground beef for, I think, 20 something dollars, so not too bad. and then this is a high protein, but honorable mention, because who likes cutting the avocado every time? then some milk for my daughter, and I actually found the fair Life protein shakes. I will be having these every single day of my life. are you kidding me? chocolate milk, I'm so excited. and then I got a crap ton of eggs, because me and my daughter eat so many eggs and I don't know how Costco makes money off their chicken. like, look how many chicken I got. look how many chickens."
xhu22gCRnqY,"I don't know who needs to hear this, but if you only have time in the morning for cereal, I have a nutrition hack that's going to keep you Fuller for longer. step one: cereal bowl easy. then you're gonna pour in your milk first. I know it feels illegal, but I promise it's not. the nutrition hack is powdered peanut butter, whatever brand, whatever flavor, whatever kind you like. you're gonna add about two tablespoons into our milk and I bet you're like Sarah, that's so clumpy. no, it's not, not with our frother. you're just gonna froth it up. if you don't have a frother, you can just whisk it really fast, but I promise the frother's gonna make your life really easy. and there's a cereal just in that little hack. you added just a little bit more protein to keep you more satiated throughout the day. follow for more nutrition tips from a registered dietitian."
m3aj2HDwt18,"here's some nutrition facts from a registered dietitian that you may not have known. number one: if you're someone who says you avoid preservatives at all costs and you still eat salt, you're a liar. salt is a very common preservative. number two: if you're someone who says you avoid pesticides at all costs but still drink coffee, you're a liar. caffeine is actually a naturally occurring pesticide. and number three: if you're buying organic because you think they don't use pesticides, that's incorrect. Organics still use pesticides, they just use different ones. number four: if someone says they don't eat processed foods and they wash an apple before eating it, they're Liars. the term process can also include washing, cutting, preparing the food. it is a way overused and fear-mongered word that a lot of influencers like to use. and number five: unless you have a certain medical condition that requires you to cut out certain foods in certain food groups, a balanced diet of any and all foods can and will fit."
T036RTC-2JA,"welcome to knapsacks. want to make a snack while my baby naps and I don't have to worry about little hands eating it. today we are making a high protein egg salad. the key to the quickness of this recipe is to have your hard-boiled egg ready to go- or in my case, I just called concentrator Joe's. I'm gonna get about four hard-boiled eggs. I'm just gonna chop those up. real nice, just add that to your bowl. this next part is totally dependent upon your taste. so just add as much as you want, but I'm going to do a quarter cup of plain Greek yogurt, a quarter cup of mayo, one to two teaspoons of mustard, a little bit of Dill- just measure with your heart- and then some everything about the bagel seasoning. we're gonna just mix all that up and then you can put it in a wrap, you can put it on a sandwich. I just like to eat it with just plain crackers. super simple and high protein. happy nap snacking."
e3IrTjm9OtM,"I had at least 20 people send me the video of the cottage cheese cookie dough, so we're gonna make it together. this better be good is All I'm gonna say. one package of cottage cheese, we know her, we love her, I love cottage cheese, but as a replacement to cookie dough, I'm just really skeptical. a quarter cup of maple syrup, two teaspoons vanilla extract, blend until smooth- you good, she's good- two cups almond flour and a half cup of protein powder, vanilla, by the way, add in your chocolate chips. just measure with your heart for this all right mix together. okay, it looks like cookie dough. I will give it that. the true test is the taste test. why am I nervous here? there's nothing what that literally tastes like cookie dough. now I'm a dietitian who says: hey, if you love edible cookie dough, you eat your edible cookie dough, but this is an awesome high protein alternative. if you're someone who just like, loves cookie dough and like, wants it often, this is amazing. I was skeptical. I was, I'm not gonna lie. cottage cheese: you did it again."
QnsqHRx6xT8,"welcome to nap snacks, when I make a snack while my baby naps and I don't have to worry about little hands eating it. today's recipe only has four ingredients and it's gonna be perfect for like Cinco de Mayo or just like summer barbecues. let's make a strawberry jalapeno salsa. first thing you're going to do is get a package of strawberries and just chop them up. I'm just gonna add those strawberries into the bowl, whoops. next we're gonna chop up like three jalapenos, but I'm gonna only do two, because look, look how big these are. look at this, I have a pretty big head. if you want less spice, you can take out all the seeds, but my husband likes spicy stuff, so I'm just gonna go ahead and keep them. I'm so tired, so I'm just gonna put it in my Chopper. that looks good, and we're just gonna add that to the strawberries and we're gonna chop up half a red onion set to your bowl. now you can add cilantro right here, but I'm one of those lucky people that got the gene that makes it taste like dishwater, so I'm not going to add them, but feel free to do so right here. then I'm going to add some crumpled feta and then just mix it all up mixy, mixy. all right, taste test. that is amazing. I'm not saying you'll be the favorite if you bring this to a barbecue, because there might be a dog."
YMsFqWbo5l4,"why the heck are you not adding this to your dishes to get really easy nutrients? hi, I'm Sarah. I'm a registered dietitian and I'm going to tell you what to add and when to your dishes so you can add really easy nutrition. today we're talking about a really requested ingredient: chia seeds. now you can add chia seeds to a lot of dishes, but today I'm going to add them into my oatmeal. you can add it to smoothies, yogurt or even baked goods to enhance that nutrient profile. chia seeds are super high in fiber, antioxidants and omega-3 fatty acids. I will say you may want to pace yourself if you have tummy issues, because that fiber can really be hard on the gut sometimes. in about two and a half tablespoons you get about five grams of protein and 9 grams of fiber. I will say it doesn't really have a flavor, but it definitely does have a texture. Pro tip: after you're done eating the chia seeds, make sure it's not stuck in between your teeth. I may have learned that the hard way. chia seeds come from a Chia plant and even though they're small, tiny seeds, they definitely have a ton of nutrients in them. it's a super simple way to add nutrients into your foods. you can usually find them somewhere in the baking aisle. cheers."
hMxm_L3AvMQ,"help me make my husband's high protein meal prep pan over medium high heat. we're going to add some olive oil. once that oil is warm, we're going to add some minced garlic measure with your heart and a half white onion chopped. add in red bell pepper chopped and green bell pepper chopped. we're going to saute and let them be friends for about three to five minutes. then we're gonna get some ground beef and cook it all the way through before adding a packet of taco seasoning mix. cook some rice, however you like, but I love using my instant pot for it. the meat is still Browning, but I'm going to add a little bit of this hot salsa, but that's totally optional. now that the meat is browned, we're going to add that taco seasoning mix. you can add the water. it calls for in the packet, but I'm just I'm not going to. all right, this is ready and now it's ready to put all together. this is how it's packed each day. yes, this used to be mine and that's why it's pink. sorry, Justin. anyway, this is plain Greek yogurt, cheese, lettuce. this is his favorite hot sauce, and then underneath we have the rice and the meat, and I'm also going to have him do a walking taco and like crush it on there with these protein chips. definitely not necessary, but it just adds about 19 more grams of protein, and that's what we're aiming for."
waiQjLsFlao,"why the heck are you not adding this into your dishes to get really easy nutrients? I'm Sarah and I'm a registered dietitian. I'm going to teach you what to add and when to your dishes to add really easy nutrients. today we're doing my probably favorite add-in, and it's nutritional yeast. what I love most about nutritional yeast is that it's a complete protein, so even if you're vegetarian or vegan, you can add it to your meals. another great thing is that in just two tablespoons, you get about nine grams of protein and four grams of fiber. I basically add it into like all my cheese dishes. it's kind of one of those things that's like: why wouldn't I? it's super high in B vitamins, including vitamin B12. I get the Trader Joe's brand, but you can find it basically in any grocery store. it's also gluten, sugar and soy free. unlike other yeast, this is actually inactivated, so there's no living things that you're eating. I'm just going to add a tablespoon to my Mac and Cheese and just stir it in. so easy, so delicious, if I might say, and I feel like it's one of those ingredients that not a lot of people know about. cheers."
CYp5UJ-IG64,"do you need a super simple dinner? then let's make a broccoli version of the viral Tick Tock pasta. preheat oven to 400. in your baking dish we're going to add two heads of broccoli chopped up. we're gonna add half an onion chopped, a big scoop of minced garlic- just measure with your heart- the juice of half a lemon. drizzle all of that with some olive oil season and measure with your heart with some thyme and paprika and some salt and pepper mix to combine Everything. But be sure to leave a little hole in the middle for the cheese. the original recipe uses feta, but I'm actually going to be using this because I prefer it. but use what you want. place that right in the middle. we're going to place this in the oven for about 30 minutes. while that's cooking, cook your pasta according to the box. after that bake time we're just going to mix everything up to get that cheese everywhere. then we're going to add that pasta in. you can mix that up and eat it as is, but I'm going to add some more protein and add some shredded chicken. mix all of that together."
YkgWTqkJjQM,"welcome back to nav snacks. when I make a snack while my baby naps so I don't have to worry about little hands eating it. today we're going to make strawberry balls. I can think of a better name than that: strawberry bites. yeah, bites sound better. all right, let's make strawberry bites. large mixing bowl: one cup oats, half cup of oat flour, just a little salt. one scoop vanilla protein powder, half cup of plain Greek yogurt, like three fresh strawberries cut up, smidge of vanilla extracts, a fourth of a cup of oil, a tablespoon of milk gonna mix all of this together. then just get a little bit and then form them into balls. life hack: if your hands are wet, it doesn't stick as bad to your hands when you're done and then you refrigerate them. but these aren't the prettiest, so I'm actually going to roll them around in some like crushed up graham cracker. just roll that guy in there. you must leave no evidence of a snack. that looks a lot better. they're so cute."
QLmgWb58_sg,"welcome back to nap snacks. when I make a snack with my baby naps so I don't have to worry about little hands eating it today. get a little mixing bowl. that sounded really country. my Tennessee was coming out. we're gonna get about two tablespoons of peanut butter, or just you know however much makes your heart happy. I'm gonna put this in the microwave for like 10 seconds just to soften it. next we're gonna get a little less than half a scoop of chocolate protein powder, or you can use two tablespoons of cocoa powder. I'm just wanting more protein. just a smidge of Honey. the widget of milk. I like my measurement tools today. and nice and mixed in. it's not a nap snack if I don't make a mess. get some bread. I'm using whole grain today. it's just like a smear. you're gonna just Shimmer smeared your bread. you can eat as is, but I'm gonna add some chopped strawberry on top. boom, that's a good nap snack."
KG_zUqLor2Y,"do you need a super simple dinner? well then, let's make a salmon veggie, bake, preheat, oven to 400 in an oven safe dish. we're going to add some grape tomatoes, add a zucchini chopped, add a yellow squash chopped, drizzle that with olive oil, then season well with salt and pepper and just toss that all together. we're going to top with some feta cheese. just measure with your heart, get your salmon and season how you prefer. I'm going to be using the salmon rub salmon in your dish. just scooch it in there and then top your salmon with a lemon slice. then place in the oven for 15 to 20 minutes."
n0XCIXzN-hg,"you need a super simple dinner? well then, let's make a barbecue chicken, bake, preheat oven to 400, get two to three skinless chicken breasts and we're going to add that to a large bowl. season and measure with your heart with some onion powder and garlic powder and some salt and pepper. then we're going to add a half cup of whatever barbecue sauce you like, but if you're not using sweet baby raise, you're wrong mix to make sure everything's spread evenly, spray your dish with non-stick spray. then we're going to add that chicken right into it. then you're just going to top that chicken with chopped up red onion and then top with shredded cheddar cheese. just measure with your heart and then place in the oven for 30 to 35 minutes, making sure that chicken reaches 165 internally."
eATo6-meFWg,"welcome back to now, snacks, when I make a snack while my baby naps, so I don't have to worry about little hands eating it, my last few nap snacks have been sweet. today we're going Savory. get you a little plate. lay out however many Ritz crackers make you happy. perfect, get some whatever marinara sauce you like. strong woman, Justin, if you're watching this, no, I'm not. I love you. please don't leave me hold on to it and then smooth it out. some mozzarella cheese- you know we're rocking that great value brand. just add a little bit of cheese on top of it and if you're really feeling festive, I'm gonna add one pepperoni on top. I'm gonna throw these into the airfryer for about like five minutes at 380 and we'll see how it turns out. boom, Savory nap snack. careful, it is really hot. so this is a good nap snack."
GOO7bO3APjw,"welcome to knap snacks, where I make a snack while my baby naps and I don't have to worry about little hands eating it. excuse the robe, I just self tan because hashtag self-care. for today's snap snack, you're going to need a bowl and some plain Greek yogurt- getting about a half a cup, and then onion in there. we're gonna add about two tablespoons of cocoa powder. we're gonna add a half a scoop of chocolate protein. you could use vanilla, but I have chocolate, a smidgen of vanilla extract, some honey- just measure with your heart for that we're gonna mix. oh yeah, oh, we're just making a mess over here. this is what I get for wanting a snack by myself. boom knap snack. that's a little messy but super high in protein and delicious with any fruit. I like strawberries."
vxnlXN8n7iI,"let's make a super simple, nutritious dinner to celebrate the first day of national nutrition month. get your salmon, chop it up into bite-sized pieces. just remove the skin. if you have the skin on, we're just going to add those to a bowl and we're going to add a little bit of olive oil, some soy sauce or coconut aminos- measure with your heart- with some onion powder and garlic powder and some paprika. airfryer basket or rack with nonstick spray salmon in the basket or the rack. try at 400 for about 10 minutes. to make the sauce, we're going to add about a fourth of a cup of plain Greek yogurt, just a smidge of whatever hot sauce you like, a little bit of Chipotle powder and just a smidge of olive oil. mix all of that together. we have our carbs from our rice, and then we're going to add the salmon for protein and healthy fats, as well as edamame for plant protein and some avocado for some healthy fats as well, and then top it off with that yogurt sauce. oh,"
U_6Q8BoxA-0,"welcome to nap snacks, where I make a snack while my baby naps and I don't have to worry about little hands eating it. and if you think that's mean you're just gonna get an apple and baby is asleep, I'm gonna get some peanut butter and I'm gonna microwave this really quick, drizzle that on and for good measure. we're gonna add some chocolate chips in there. just measure with your heart. and I'm also going to add this Cinnamon Toast Crunch like cinnadust seasoning blend, just a little bit. and if you think I'm a bad dietitian for just adding less than a teaspoon of it, I also got the Twix one too. so that's a good nap snack. oh,"
UbCwxoxzDgo,"do you need a super simple dinner, and I mean like really simple? well then, let's make three ingredient chicken nuggets. no, seriously, all you need is some barbecue chips, some barbecue sauce and some chicken. preheat your oven to 375.. add the chips to a gallon Ziploc baggie. be sure to squeeze all the air out, and then we're just going to start crushing to get our bread crumbs. he's necessary. you want it about this consistency. chop up two to three skinless chicken breasts into tiny nuggets. add one cup of whatever barbecue sauce you prefer to a mixing bowl. okay, last time I posted this, this was really controversial. in regard to the three ingredient title, this is optional, so it's still three ingredients, but I like to add these just for a little bit more flavor. so, with that being said, season a measure with your heart with some garlic powder and onion powder, and some kick and chicken, if you prefer. add your nuggets to the barbecue mixture and coat evenly. take a nugget and put it into the coating and then add to a parchment lined pan. line them up like, so. place them to the oven for about 12 to 15 minutes. darling, I could love you."
yqvTZ5B8uCU,"do you need a super simple dinner? then let's make sheet pan jalapeno salmon. preheat. oven to 400 in a small pan over medium high heat. we're going to add some olive oil. once the pan is warm, we're going to add about two jalapenos, chopped up. if the minced garlic measure with your heart. let them hang out and be friends for about three to five minutes. once they're nice and acquainted, we're going to throw them into a small mixing bowl. we're going to add in about four ounces of cream cheese, mixed together and set aside. get your salmon out and season how you prefer, but I'm going to be using the salmon rub that I found at Trader Joe's. add your jalapeno mixture on top, evenly spread on the salmon. I'm also going to sprinkle it with just a little bit with some bread crumbs. Place those on a side of a sheet pan and then I'm going to add some asparagus to the side. drizzle with olive oil, some salt and pepper and then some Parmesan cheese- because I'm feeling festive today. mix that in with your hand or a spoon. place an oven for about 12 to 15 minutes, ensuring that salmon reaches an internal temperature for 145 degrees. also making wild rice for a side. this is just box, so don't hate me."
yDd_wwnF2W0,"it has been a Monday, my friends, but we still have to eat during the week. so help me cook. my husband's meal preps- and yes, I do make his mail preps- because he works 12 hours a day and I'm a dietetic intern, so my life literally revolves around food. his love language is acts of service and that's why I like doing it. make like five to six cups of rice. I use my instant pot. get a pan over medium high heat. add some olive oil. once warm, add minced garlic- measure with your heart. add some onion, two jalapenos, chopped, cook for two to three minutes. add four skinless chicken breasts cut up. season a measure with your heart with some garlic powder, Don't Be Afraid- some onion powder, some chili powder and some cumin. add a can of drained corn. add a can of drained black beans, a little bit of diced green chilies and we're gonna just a little bit of salsa over everything. mix all together, cover and let cook until chicken is done. be sure to stir every now and then. scoop out however much rice you want. top with your chicken stiff. I'm gonna add some cilantro, because he was nice this week, and sprinkle in some cheese. I would use cheddar, but we're out. eat them as is or add to a burrito will run we."
IT_jn20ekoQ,"it's meal prep and make dinner by making turkey rice bowls. a pan over medium high heat, we're going to add some olive oil, we're going to add about one pound of ground turkey to that, break that up and then season and measure with your heart with some garlic powder and onion powder and some salt and pepper. we're gonna let that turkey cook until it's like 80 cooked. when we're at that point we're gonna add half a red onion chopped and then we're gonna chop up some broccoli really well and add it to the turkey as well. in a small mixing bowl we're going to combine three tablespoons of soy sauce, add two tablespoons of hoisin sauce, some minced garlic- measure with your heart- a tablespoon of sesame oil and some sesame seeds and a tablespoon of water mixed together. pour it onto our turkey and veggies, mix all together and let cook for about three more minutes."
bewWRzI0zKk,"help me cook my husband's milk product for the week, because cooking for other people is how much am I love. first I make jasmine rice in the instant pot- it's a one to one ratio- and then you cook on high for four minutes. pretty easy. get a large pot or walk over medium-high heat on the stove and add some oil. add minced garlic- measure with your heart. add some skinless chicken breasts. add a little bit of Teriyaki season- a measure with your heart- with some garlic powder and onion powder and some paprika and pepper. cook until chicken is cooked all the way through and then set aside in the same pan. add some more oil, more minced garlic, half a white onion chopped, some chopped carrots, zucchini and yellow squash and some chopped broccoli. cook until those are tender. I like to cover it up just to kind of speed it up. add two eggs once the veggies are soft, mix it up in there, wait until the eggs are cooked all the way through and then set the veggies aside. this part is optional because you can just eat it plain rice, but I like to add it back into the wok to get it a good crisp. I also add in more flavor from coconut aminos and then divide into your week's containers [Music]."
XhJK0JK6YN0,"about to do something that's going to piss off half the internet and make the other half of the internet really excited. I'm going to make buffalo chicken dip with cottage cheese. hear me out, it's higher in protein and I'm going to blend it so you don't have those small curds. just trust me and give it a try. I'm going to be making the shredded chicken in my crock pot, but you can use canned or rotisserie, whatever you prefer. add your skinless chicken breast to your crock pot and we're going to season and measure with our heart with some garlic powder and onion powder and, of course, some fist puncher mom, and add just a little bit of water or broth to not burn the bottom of your crock pot. cook that on high for four or low for six, now that the cook time is up. uh, just shred your chicken. I used a whisk, it'll just shred to touch. we're going to add one cup of plain Greek yogurt. we're gonna add about one cup ish of cottage cheese, but I'm going to blend this first so I don't have the curds. that is much better. and we're gonna add in one cup of whatever buffalo sauce you prefer and then just add in shredded cheddar cheese. measure with your heart, of course. mix all of that together, place the lid back on and allow it to heat up for about 10 to 15 more minutes."
8Tg9rGTlFAI,"do you need a super simple dinner, and I mean like really simple? well then, let's make three ingredient chicken nuggets. my OG followers will remember this recipe from before: preheat oven to 375.. get two to three skinless chicken breasts and cut them into nuggets. get some barbecue chips and a gallon size baggie. add the chips about halfway and squeeze all the air out. Crush. finally. take your frustrations out. it's gonna look like this. get a mixing bowl and add one cup of barbecue sauce. season and measure with your heart with some garlic powder, onion powder and some kick and chicken mix. add in your chicken and coat evenly. get a sheet pan with aluminum foil. spray it with non-stick spray. dip a nugget into the coating. add to sheet pan. repeat until all nuggets are done. line them up like so. add the oven for 12 minutes. [Music] foreign."
SXdGMsBPBdM,"do you need a super simple dinner? then let's make one pan drumsticks and potatoes. preheat oven to 400, get an oven safe, dish and chop up some yellow potatoes and then Loosely chop up a yellow onion and add it on top of the potatoes. we're gonna drizzle that with extra virgin olive oil. just measure with your heart and then season how you prefer, but I just use salt and pepper for this part. add your pack of drumsticks to a mixing bowl, season and measure with your heart with some onion powder and garlic powder, paprika, Thyme and some salt and pepper. then we're gonna throw some more olive oil on top of that big stick of mine. it's just easier to do it by hand. Place those chicken legs on top, cover with aluminum foil, place it in oven for 50 minutes covered and then another 10 minutes uncovered."
xwiFg3vtPJk,"do you need a super simple dinner? let's make a bruschetta chicken, bake, preheat, oven to 375.. in a mixing bowl we're going to add three to four Roma tomatoes, chopped up. add some basil, just measure with your heart. I would use fresh. don't yell at me, but it went bad, so I'm doing this. gonna add some mozzarella pearls, just measure with your heart for that. I add about a tablespoon of balsamic vinegar, just garlic. measure with your heart. all that together and then set aside good three skinless chicken breast and an oven safe dish with oil or baking spray. measure with your heart with some garlic powder and onion powder. now in basil and salt and pepper season both sides. add that bruschetta mixture right on top. oven for about 35 to 40 minutes, just be sure the internal temperature gets to 165 of that chicken. I'm gonna pair it with some whole grain spaghetti to eat with it, but you can use whatever carb you like."
