,0
1993,id: DBDCsDbVKzM
1994,so on the second floor is the Obesity clinic for medicine the UAA Clinic Bariatrics which is obesity medicine and on the first floor you have the snack stand with Reese's Peanut Butter Cups and kind of yogurt parfaits in there with processed sugars here we've got Skittles Starbursts seed oil containing crackers chips Doritos we got bagels back there so upstairs I do surgery to help you stop eating as much downstairs they fill you with garbage food on the back end so I'm not quite sure how Western medicine doesn't see that there's total hypocrisy here it's crazy to me 
1995,id: DOHtXh24ZLk
1996,so I went to medical school not once was nutrition discussed and not once were we challenged as Physicians or physicians in training to think what is the root cause of my patient's issue it's just and this is important too we need to know this as as doctors this is the drug that I give in this situation so we know we have knee-jerk reactions you got eczema I know the drug for you you got psoriasis I know the drug you got Hashimoto's thyroiditis or autoimmune thyroiditis I got the drugs for you but we never think wait a minute why do you have eczema what's causing it why do you have depression why does anyone have anxiety right and that is where that's that's where I think I went left when a lot of my colleagues went right that's the question I think we need to be asking and 
1997,id: tb9rTsZwCAI
1998,the average American eats the equivalent of 40 Years of corn per day in seed oils in 2022 Americans will consume an average of seven tablespoons of seed oils per day I could never eat this much corn in one day much less every single day similarly in order to make seven tablespoons of sunflower seed oil you would need to eat two and a half pounds of sunflower seeds throughout our Evolution humans would never have been exposed to these amounts of seed oils in Foods I strongly believe that our evolutionarily inappropriate consumption of excess amounts of seed oils is the single greatest driver of diabetes obesity and chronic disease for humans if you truly want to be healthy get these out of your diet completely and opt for animal fats like Tallow or butter 
1999,id: HYjT9U6QkEw
2000,is your bone broth actually irritating your gut many people drink bone broth to help heal the gut but unfortunately almost all store-bought bone broth contains things that can damage your digestive system things like black pepper both black and red pepper have been shown to cause micro bleeding in the gut and nightshades like tomato jalapeno or paprika which are known to open Gap Junctions in the gut causing leaky gut for those with an irritated inflamed gut like leaky gut even onion garlic and celery can be irritating how do you avoid this make your own bone broth here's how I do it I add reverse osmosis water and collagenous knuckle bones to the instant pot and let it cook for a few hours bone broth is an incredibly valuable source of collagen and specifically the amino acid glycine in the diet but if you really want to heal your gut you should make your own and leave out the spices 
2001,id: k7xR5DfRXp8
2002,here are four ways to optimize your testosterone naturally number one diet the most important thing you can do is to eat a high quality diet with plenty of meat and organs the unique nutrients in these foods are essential for optimal hormone levels and consumption of animal fats is consistently associated with higher testosterone levels in research studies number two sleep simply put if you are not getting enough high quality sleep your brain will not tell your testicles to make testosterone if you want to get more tea get better Z's number three sunlight exposure to UV light is associated with higher levels of testosterone why am I not surprised humans have been living outside for our entire existence go outside number four movement resistance training leads to increases in testosterone and lean muscle mass is essential for optimal metabolic Health do these things if you want to increase your testosterone 
2003,id: a4sK9HJrxW0
2004,I promised you guys a video about how I made kefir two ways that are super simple I start with raw milk that I get from a local producer it's grass-fed then the first way you add kefir milk grains to a glass jar and then you put in the raw milk okay I don't have any kefir grains right now but once you have a kefir culture already going this is kefir you can also take raw milk and just add the kefir directly to it and then in a day or two depending on the temperature this raw milk will become kefir either because of the kefir grains or because you added some kefir that was already fermenting simple as that guys I love this I drink it every day 
2005,id: afCBg28LP-o
2006,red meat organs fruit these foods do not cause gout gout is the deposition and crystallization of uric acid in the joints of the human body it often results from elevated uric acid in the blood but in healthy individuals eating red meat organs and fruit does not raise levels of uric acid you can see it right here this is my level of uric acid from an August 2022 blood draw and this is my level of uric acid from 2020. both of them are very low in both cases I was eating a lot of meat a lot of organs and a lot of fruit the key part of this equation is insulin sensitivity or resistance in insulin sensitive individuals uric acid is not elevated by these highly nutritious highly nourishing foods which brings us to the main point be insulin sensitive how do you become insulin sensitive cut out processed sugars and Seed oils from your diet don't fear uric acid or gout eating these Foods if you are insulin 
2007,id: DPtkUk6wQZk
2008,I love butter cheese and milk raw dairy is amazing for you these are all the different types of raw dairy that I eat grass-fed grass-finished raw milk I get this delivered every week in glass from a local Farm there are multiple studies showing the kids who grow up on or off a farm who consume raw milk have lower rates of asthma eczema and allergies in adulthood raw cheeses like Parmigiano-Reggiano granapadano or others are great because they're available in so many places it contains many vital nutrients like K2 calcium choline and riboflavin butter is delicious and high in many healthy saturated fats like stearic acid or odd chain fatty acids that may help promote fat loss Kefir is fermented milk I make this myself from the raw milk and can be helpful for many GI issues sour cream is also fermented and is delicious on grilled burgers or plantains I love raw dairy it's so delicious very nutritious much better than pasteurized Dairy 
2009,id: BA_qmBoR6Eg
2010,fruit won't make you fat fruit won't make you diabetic but adding colorful sweet fruits that humans have always sought to your animal-based diet will significantly improve the quality of your life when I did a strict carnivore diet of meat organs and fat for two years my Eczema got better but I eventually developed electrolyte problems heart palpitations sleep disturbances and declining testosterone all of those got better when I added fruit and honey back to my diet the carbohydrates found in fruit are fantastic for you they significantly Aid in your body conserving electrolytes and maintaining proper ratios of sodium chloride potassium and magnesium in your body fruit is also a great source of vitamin C many fruits are high in boron and all of the fruits are good sources of carbohydrates that will fuel your exercise without excess plant toxins found in things like grains and Roots where most people get their carbohydrates from add fruit to your animal-based diet you will thrive 
2011,id: XrE5ZkVMaDE
2012,plant-based meat weakens your digestive function and it is less digestible than real meat in a recent study when plant-based meat was given to mice their digestive function tanked researchers saw lower levels of stomach acidity less digestive enzymes down regulation of a host of digestive hormones signaling molecules and receptors essential for proper digestion and they also saw actual damage to the gut why am I not surprised that plant-based meat made from seed oils soy ingredients and other garbage would be harmful to the gut researchers in this study also found that plant-based meat was much less digestible than the real deal than real meat yes this is an animal study but I don't see any reason that plant-based meat and the garbage ingredients in here wouldn't be similarly damaging in the human gut humans are meant to eat real meat not fake meat share this Reel with anyone you know who thinks plant-based meat is better than real meat 
2013,id: 2ARPAsZK41c
2014,alcohol is a poison even at low levels it's harming your brain check this out in this study from March of 2022 researchers found a strong association between low levels of alcohol consumption an average of one to two drinks per day and shrinkage of the neocortex of the brain we absolutely know that consumption of high levels of alcohol an average of 12 to 24 drinks per week causes damage to the brain the neocortex but this study strikingly shows that even low levels of alcohol consumption can have similarly damaging effects we also know that alcohol can lower your testosterone and increase your estrogen by promoting a romanization of Androgen so we've got shrinking brains shrinking balls you are cool enough good looking enough and social enough without alcohol why are you drinking this get it out of your life if you really want to thrive 
2015,id: x3GkeJcPQYc
2016,do you want to lose weight stop eating processed foods don't believe me check out this 2019 study where two groups of people were fed either processed foods or unprocessed foods for two weeks the two groups of foods were matched for fat carbohydrates protein calorie density fiber sugar and salt the result the group eating processed foods consistently ate more of them and gained two pounds in the two weeks while the group eating unprocessed Foods lost two pounds in two weeks this study clearly illustrates the processed foods like these sabotage your hunger signals they are nutrient poor full of processed sugar and Seed oils and they leave you hungrier that leads to obesity chronic illness and unhappiness The Way Forward is simple get these Ultra processed foods out of your diet completely and you will lose weight look better feel better perform better in every way and thrive 
2017,id: M8NWxug2F_Y
2018,Whole Foods you you can find what I believe is the reason that most people are unhealthy seed oils Sesame peanut almond canola grapeseed oil has a mess this one's just called vegetable oil they don't even tell you what it is soybean oil all kinds of problematic things in this this I think is the single biggest driver of chronic disease for humans if you look at what people who are unhealthy do relative to people that are healthy two main differences are tons more seed oils and tons more processed sugar this is the main driver avoid this and avoid processed sugar eat natal based diet that's how you thrive 
2019,id: 5fsudhrzcWY
2020,that is an upside down pineapple I'm not a swinger they're just better that way because all the juice goes down this is how I cut it open to get rid of this thing cut off the top cut off the bottom here cut off the side cut it down the middle down the middle again down the middle that center part is kind of fibrous so I cut that out and that goes in the compost then you have the edible good parts of the pineapple just like that and if you really want to get spicy with it you add some low microplastic sea salt that is amazing 
2021,id: YHOoeh7DqvM
2022,let me tell you guys why I think kale is  look it's a plant leaf it's full of Defense chemicals which chemicals long word isothiocyanates they mess with your thyroid they inhibit iodine absorption there and you may not know this kale is also full of thallium heavy metal that's horrible for you because it pulls it from the ground plants leaves don't want to get eaten this is not good for humans despite what you've been told get it out of your diet you'll feel better kale is  if you want to rep the message wrap the movement go to Kale's bullshit.shop you can get your Kayla's  shirt and make everybody in the grocery store curious and look at you just like they're looking at me as I'm waving kale around here you know what's up 
2023,id: dt7sBXy7IVE
2024,I want to show you guys what Med students are eating and being fed at the University of Arizona in Phoenix seed oils seed oils seed oils seed oils seed oils let's go over here seed oils and corn processed sugar processed sugar seed oils processed sugar seed oils seed oils cheese crackers balanced breaks cheese and fruit creamy white cheddar go packs this is what we're feeding our medical students showing them what's healthy let's look over here Bagels cookies Donuts in what world is this healthy in what world should we be showing medical students that this is what they should be eating and feeding their patients total 
2025,id: rrOBVnWTduU
2026,this is my homemade kefir it's pretty sour I make it from raw milk and it's fermented fermented foods like kefir have been shown to increase the alpha diversity of the gut plant foods have not been shown to do that fiber does not do that so I like kefir it's beneficial for the gut another thing that I've definitely found is helpful for people with gun issues is actually eating things like stomach and tripe from cows and those are hard to get so something like gut and digestion from hard and soil supplements is amazing because it has desiccated stomach and tripe I know a lot of you guys probably think eating stomach or tripe intestines is kind of gross so that's going to make it way easier but gutting digestion is amazing the desiccated factors in there is something about the walls of the stomach or the lining of the intestines that either bacterial DNA is in there or immune factors are in there or some sort of peptide is in there but getting stomach and tripe along with fermented foods can definitely help gut stuff so check it out if you have gut issues 
2027,id: FAIuPGlF8zU
2028,[Music] bone marrow is amazing I'm willing to go to Great Lengths to get it as fresh as possible [Music] inside this bone are Treasures look at all of this good bone marrow in there this would never have been forsaken by our ancestors and this is because it is an amazing source of fats saturated fats essential fatty acids along with immune factors the bone marrow is where all of the cells in your blood red blood cells immune blood cells are made right here in the bone marrow it is a source of so many unique nutrients and peptides this is pure gold what a treasure what a feast hmm 
2029,id: BzzuQS8gl3k
2030,don't eat raw egg whites here's why I prefer to eat my egg yolks raw for Taste convenience and preservation of nutrients raw egg whites can create a biotin deficiency they contain a compound called avidin which binds the B vitamin biotin inhibiting its absorption by your body biotin is super important for a healthy metabolism and healthy hair skin and Nails it's found predominantly in animal Foods including liver meat and egg yolks so this is what I do crack the egg into my hand separating the yolk from the white and I will eat the raw yolk and discard the white I don't worry about getting sick from raw egg yolks because they don't touch the outside shell of the egg which is where bacteria would be raw egg yolks are a delicious nutritious and easy addition to your diet just make sure you skip the white and stay radical 
2031,id: l15Jrng7Tmg
2032,raw milk is so much better than pasteurized milk here's why milk is considered raw when it comes directly from the cow without being heated the pasteurization process of factory farmed commercial milk involves heating this to temperatures above 160 degrees Fahrenheit to remove potentially harmful bacteria eating milk to these temperatures causes changes in the Whey proteins and milk that can make them more likely to trigger immune reactions and allergies in humans but if you're not getting Factory farmed milk the chances of contamination are very low I get my milk from a grass-fed grass-finished source of cattle that's very low volume production and very high quality we know that children who grow up consuming raw milk that is not pasteurized even if they don't live on a farm have lower rates of asthma eczema and allergies pasteurized milk retains many of the nutritional benefits of cow's milk but the heating process appears to cause a loss of immune benefits and some problems for many humans 
2033,id: Q88y8giVk80
2034,my cholesterol is Sky High am I concerned nope not at all here's why though LDL cholesterol has been widely vilified I don't believe it's the real villain here LDL serves many valuable roles in the human body including functions in the immune system and delivering valuable building blocks for cell membranes and hormones like testosterone throughout your body furthermore multiple studies in the medical literature like this one show that people with high HDL and low triglycerides are at a very low risk of heart disease even with a quote elevated LDL I do not believe that elevated LDL cholesterol is a problem for healthy AKA insulin sensitive humans at all how can you become insulin sensitive healthy avoid processed sugars and Seed oils and focus your diet on the most sought after Foods by humans throughout our existence 
2035,id: wVort7F0Z-M
2036,do you know what's in the cream filling of Oreos it's not dairy or real cream it's two of the most powerful things at making us fat and sick oils and processed sugars more specifically canola oil and high fructose corn syrup in a 2013 study in animals researchers at Connecticut College found that Oreos turn on the pleasure center of the brain more than cocaine and morphine and we give these to our children the single greatest thing you can do to lose weight and become more healthy is to remove Ultra processed foods like Oreos from your diet foods that contain processed sugars and Seed oils removing these foods will significantly improve your health and your body composition 
2037,id: l6IhEELwo40
2038,I got some food allergies I'm curious what kind of oil you use to make a stir-fry canola oil okay cool thank you let's get some wet canola and Olive canola olive oil yeah okay the only kind of oils in the flat top or what kind of oils do you guys use um can you tell me what kind of oil the fruit is cooked in yeah Pam like canola oil canola oil how often do you change it so it fries for two days and then you change it with Canola okay thank you they spray the whole world down to nowhere deserve the flavor so I hate to say to it though it's bad yeah man I I wouldn't let you take that chance you've seen the grill it's in the grill ah God yeah nighttime is so good it's all right man thank you it's okay 
2039,id: f0Zw8j7a0KY
2040,let's do a simple experiment with Chia seeds to show you how hard they are for your body to digest I'm going to take some dry chia seeds and mix them with liquid in this case water this experiment simulates what's going on in your body when you eat these they're going to mix with liquids like digestive juices in your stomach and intestines in a similar fashion after a few minutes the chia seeds form a very thick mucousy paste in your body this goop is there to prevent you from digesting them it contains digestive enzyme Inhibitors and chemicals like saponins that are damaging for the gut people eat chia seeds for omega-3 fatty acids but animal fats like butter Tallow and egg yolks are much better sources of Omega-3s containing the more valuable compounds EPA and DHA because of their defensive mucus paste you're not getting any Omega-3s from these chia seeds Gall seeds chia seeds contain many defense mechanisms to prevent you from digesting them 
2041,id: m4-ob_gXY1Y
2042,you guys ask about olives a lot technically olives are a fruit I like them but most of the store-bought olives have garbage ingredients these black olives in the can first of all they're in a can the can is lined with plastic the plastic has BPA and also has ferrous gluconate as a stabilizer and a preservative you do not want black olives in cans a lot of these are going to have oils and they're going to have preservatives some of them even have sugars in them be careful what's in the olives a lot of them have crap additives and I wouldn't touch them 
2043,id: VTmTKw8RXKU
2044,there are way more I think it's five to six times more ex-vegans and vegetarians than there are current vegans and vegetarians wow you hear the same story from the ex-vegans three to five years the health starts to deteriorate sometimes people have Improvement in a vegan diet right when they start because they cover all the junk food yes you're gonna feel better so human body is incredibly resilient we are able to eat survival foods for years but I've talked to so many vegans I've had ex-vegans on my podcast I've debated vegans on my podcast they get muscle cramps joints break they get psychological issues it's it's horrible I think if people are making an intentional Choice with their food great do it just realize there's a net below you and when you fail on a vegan diet I think most humans will fail on a vegan diet there is a net and that net is what humans have always eaten and it's meat and fruit 
2045,id: yqLuGtlPUQ8
2046,I'm here with my daily supply of bananas to tell you guys why I eat fruit it's simply the best way to get carbohydrates with the least amount of plant toxins grains whether it's brown rice whether it's oats whether it's wheat are simply full of plant defense chemicals even Roots which are a decent source of carbohydrates have more defense chemicals things like potatoes I know you love potatoes but they're nightshades even sweet potatoes have defense chemicals I think it's pretty clear the color of fruit the way it turns from green to a vibrant yellow or red or other color or orange when it's ripe plants want you to eat the fruit they don't want you to eat leaves and stems and roots and seeds which are where most people get their carbohydrates from but they're getting them with many more plant defense chemicals and I think that is a poor decision why not just get your carbohydrates from fruit and honey that to me is the best way to get your carbohydrates 
2047,id: 7GomN1xISUs
2048,I'm going to show you how to make the best burger ever let's go I start with eight ounces of grass-fed grass-finished ground beef from a local producer here in Costa Rica they don't use glyphosate or any herbicides on their farm and they feed real grass year round make it into a patty just like this then I take the burger and the plantain put them on the grill I like my Burgers medium rare time to pull them off the grill then I add raw sour cream liberally low microplastic sea salt liberally you may see a trend here mashed plantain liberally drizzle local organic honey on liberally that is the best burger in the world 
2049,id: MXIT3baMmBo
2050,i find it hilarious that oreos are touted as a vegan food does vegan mean healthy clearly not we know the vegan diets are deficient in all sorts of vitamins and minerals but oreos are vegan so you can go vegan and still have oreos right and this package is in spanish but it says we're celebrating 110 years of chronic disease with oreos 110 years of people eating garbage food that is harming them that's nothing to celebrate 
2051,id: nNUF6xb6wPM
2052,what if vegetables aren't good for you you've been told the vegetables are the best things to eat what if this isn't true think about it from the perspective of a plant and this will make way more sense plants are rooted in the ground they can't run away from predators that want to eat them they don't want their leaves and stems and roots and seeds eaten or they won't be able to pass their DNA to the Next Generation they do want you to eat their fruit but they don't want you to eat the other parts of the plant that's why over millions of years hundreds of millions of years of co-evolution with animals and insects plants rooted in the ground have had to evolve defense chemicals things like isothiocyanates in kale which harm your thyroid oxalates in spinach which can lead to kidney stones and furana coumarins in celery which can accumulate in your skin and cause skin damage vegetables probably not so good for you meat organs fruit the best foods for humans focus on those get rid of vegetables you'll feel better 
2053,id: wd4JnHoI0mo
2054,this looks like a freaking gas station in the cafeteria university of arizona medical school look at this soda what is it 7-eleven all this junk food over here more skittles seed oils fritos chicken fingers french fries but they're cooked in tallow no those are all cooked in seed oils what the heck this is how we feed our doctors and patients are you kidding me look at this over here white bread tortillas what hospital cafeteria would be complete without donuts yogurt covered pretzels more seed oils seed oil laden grains oh but it's cool we got some gummy worms monster energy dr pepper diet coke coke what more seed oils in case you missed them on the way in the university of arizona hospital cafeteria this looks like a gas station convenience store maybe a gas station convenience store would even be better than this this is how we feed patients and doctors does anybody think about food here at all drives me crazy 
2055,id: Uinu3EtLd4I
2056,organs are the most nutritious food for humans on the planet and yet almost no one eats them for thousands of generations your hunter-gatherer ancestors have treasured organs like these yet today we have forgotten this and our health has suffered as a consequence organs like these contain many unique nutrients difficult to find in other foods heart is an amazing source of coins on q10 which you need for your mitochondria and energy as well as riboflavin answering taurine and carnitine never contains bioavailable vitamin a biotin for hair skin and nails folate choline and more kidney is an incredible source of dao diamine oxidase an enzyme that breaks down histamines and can help with allergies spleen has immune peptides and is the most concentrated source of heme iron which combats anemia bone marrow contains essential fatty acids for your brain all of this is just the tip of the iceberg including organs in your life will definitely improve your libido mental clarity overall vitality and quality of life 
2057,id: VuvvYJtVBPY
2058,I used to think Manuka Honey was kind of cool a special honey grown from the new country in New Zealand until I learned that glyphosate is still legal in New Zealand and the twice Japan has threatened to stop importing honey from New Zealand because there are such high levels of glyphosate in the honey now I think Manuka Honey is and I'm really bummed about that it's hard to find a good honey that isn't contaminated with glyphosate you have to know that within a six mile radius of that honey there are no Fields being sprayed with glyphosate and unfortunately from Nuka honey producers in New Zealand this is often very contaminated 
2059,id: IrokkNTuwF4
2060,there should be a picture of someone getting dialysis from their diabetes on the side of a snickers bar we spoke earlier about canada putting a warning label on their beef we don't even have many warning labels on a pack of cigarettes that's not a warning label on a reese's peanut butter cup there's no warning label on lay's potato chips and you're telling me they're going to put a warning label on beef it's interesting canada is considering this in their parliament i think it's called the parliament in canada but it's crazy there should be a picture of someone who is obese and can't do the things they want to do because of their obesity on the side of a lay's potato chips bag there should be a picture of someone who has lost a limb or toes to diabetes on the side of your pick of junk food 
2061,id: 1rlHJOy2dJc
2062,why are pharmaceutical commercials even legal the united states and new zealand are the only countries in the world that allow this in 2021 over 5 billion dollars were spent on pharmaceutical commercials like this one how can this be legal some people have changes in behavior hostility agitation depressed mood and suicidal thoughts or actions while taking or after stopping more than half of that commercial was warnings about very serious psychiatric side effects with a medication that may help people quit smoking it's completely inappropriate for pharmaceutical companies to directly market this to consumers who have no training to navigate these side effects versus the benefits of this medication this is completely inappropriate it should absolutely be illegal and i strongly believe it indicates serious corruption within the pharmaceutical industry that these remain legal in the united states 
2063,id: O-0YuRFmiAM
2064,what's healthier sauna or broccoli broccoli contains plant defense chemicals some people believe these plant defense chemicals are a good stressor on the human body i say these plant defense chemicals are harming you because they steal iodine from your thyroid gland if you want a true good stressor on the body why not use something like a sauna to get heat shock proteins and overall heat stress something that isn't a molecule that goes in your body with negative side effects and something that mimics heat stress our ancestors would have experienced for thousands of generations in our history i think sauna is way healthier than broccoli and that any arguments of a good stress from broccoli are untrue why not get this kind of stress in your body and get rid of plant defense chemicals get rid of this broccoli you don't need it 
2065,id: awas0fb9OC0
2066,what's more important diet or exercise obviously both of these are critical to be an optimally healthy human but if i had to prioritize one of these it would be the quality of your diet i believe that the foods you eat are the single greatest lever in whether you are healthy or ill even more powerful than exercise in fact what is the point of exercising without correcting the quality of your diet that will leave you nutrient depleted and potentially filling your body with processed sugars and seed oils which we know are damaging for humans i think that it is a much better route for humans to start with a high quality diet of organs meat fruit honey and raw dairy giving your body the nutrients it needs avoiding the toxins that will be problematic for your body start with the quality of your diet and i believe your health and your vitality will follow naturally from there 
2067,id: nv29A1cruUg
2068,it's crazy that when most of us think about health food we run from stores like this to restaurants like this mad greens or salad places and we fill up on plant leaves full of isothiocyanates full of oxalates we'll have tons of defense chemicals and we douse those in dressings that probably have seed oils in them or maybe if we think we're doing good and getting some protein we put meat on top of those that is cooked in seed oils why do we think this is healthy why do we think eating plant leaves is healthy don't just fill up your stomach to create satiety that's the wrong way to lose weight give your body the nutrients it needs that creates a tidy up here you don't lose weight by just eating filler food essentially cardboard plant leaves full of defense chemicals you lose weight by being satiated by combating your hunger with nutrient-rich foods you know what those are meat and organs 
2069,id: 6utEu2IPLz4
2070,so many children today have diabetes this is the angel wing for children with diabetes at the university of arizona in a pediatric center yes some kids have type 1 diabetes diabetes is type 1 and type 2 the number of children with type 2 diabetes is increasing massively because childhood obesity is out of control because of the processed sugars and seed oils that we feed our children total garbage even type 1 diabetes an autoimmune condition could be linked with diet this is where i went to medical school i did rotations here but i was never challenged to ask these questions so many children have diabetes we need to do better for these children we need to think about why they're getting diabetes rather than only focusing on treatment of it with pharmaceuticals that is where we will really improve the lives of children for many generations to come the roots of these illnesses lie in diet the roots of chronic illness for children lies in diet we cannot ignore this any longer 
2071,id: puGlv-qjtPY
2072,that bone marrow all that goodness in there all those good fats peptides immune components that support the immune system this is in the center of a femur from a cow this kind of stuff would never have been wasted by our ancestors i always eat bone marrow when i can get it sometimes i eat raw sometimes i'll throw it on the grill it's full of epa dha odd chain fatty acids stearic acid it's full of alkyl glycerols it's full of adiponectin basically what you need to know is that that is a unique source of amazing nutrients i get it in my diet as much as i can and when i can't get it here i'll get it in bone marrow and liver from heart and soil supplements that has liver and bone marrow but you can always get bone marrow with one of these two things go grill up some bone marrow let me know what you think 
2073,id: 1xtf1TYfK4s
2074,pharmaceutical companies fund the majority of medical research and studies and what are doctors taught they're taught what's in the medical literature so it's no surprise that the majority of medical education is based around pharmaceutical drugs aimed at treating symptoms that don't actually really get to the root cause of an illness how can we fix this well we need more funding for actual nutritional studies things looking at the root cause of an illness things that are not based around pharmaceuticals otherwise how will doctors ever open their mind to the power of diet and lifestyle to get to the root cause of an illness they'll just be stuck in this paradigm that they've always known they've never known anything different of prescribing pharmaceuticals with side effects that may have benefit in some cases but are not addressing the root cause of an illness i believe the changes in diet and lifestyle should be the first intervention that we always use in medicine but how will we get there if pharmaceutical companies continue to fund the majority of medical research studies 
2075,id: bCSjz8TVhTY
2076,eating celery is a fantastic way to get sunburned you've been told you should drink tons of celery juice that you should eat celery but did you know that celery is defended just like every other vegetable it's a stem with leaves on it it's full of urano cumerans which accumulate in your skin and can cause phototoxic injury when you're exposed to the sun does that sound like a superfood for you don't believe me look at this case study a woman with phototoxic injury she drank a bunch of celery juice thinking she was super healthy and then went in the sun and got burned on her skin celery is total 
2077,id: bUJeEZkDggw
2078,i love cheese especially raw cheeses like parmigiano-reggiano or grano-padano cheese is an incredibly nutritious thing for humans to eat it has many good fats in the dairy things like stearic acid and 18-carbon saturated fatty acid associated with fat burning and lameness odd chain fatty acids which are associated with cognitive improvements in humans they're probably essential for humans and they're found in dairy fats and animal fats quality cheeses like these also contain vitamin k2 essential for arterial health k2 is not found in very many plant foods at all but it is found in animal foods like cheese raw cheeses like these are even found in a lot of places that you can't get raw milk i'm in a run-of-the-mill grocery store in rural costa rica and i found two raw cheeses that are very high quality that i'm going to be eating tonight include raw cheese or raw dairy in your diet if you really want to thrive these are great 
2079,id: 5WC3ttkxPvM
2080,we don't live in hunter-gatherer times we don't wear wine class we're not out there hunting but imagine that you do what are you sort of intuitively drawn to in the wild well you're going to hunt animals we know this is true you ask the odds of what is your favorite food it's meat what makes you happiest getting a big kill what is the happiest day of your life it's the day i kill and hunt the biggest animal bring it back to the tribe what makes a good husband you ask the women they say a good hunter it's just very clear meat and hunting is the center of their life it's very clear when you're in the wilderness meat and organs eating the animal from nose to tail and the fat that that is what sustains us in terms of nutrient density 
2081,id: dJyfMo9jvZ8
2082,don't trust me don't just take the information that i'm giving you and take it without considering it without questioning it without doing your own research and thinking for yourself i am not a guru i do not want to be your guru i want to empower you to think for yourself to be curious for yourself and to ask questions that will improve your own life your own health and lead to an incredibly abundant quality of life long term i believe that everyone has a birthright to this optimal health question the information from western medicine from the mainstream media and also from me and i do this work in the hopes that it will help you think outside of the box perhaps consider a new paradigm that you hadn't before but this is not gospel question it think for yourself do your own research experiment in your own life and find abundant health that is my wish for you 
2083,id: Ed0E5qX9wWg
2084,avocados great i love them avocado oil not a fan at all here's why in 2020 there was a study published on the purity and quality of avocado oils sold in the united states there were 22 samples checked and the results showed that the majority of commercial samples were oxidized that is rancid before reaching the expiration date you don't want rancid oxidized oil and get this this is the real kicker the results also showed that adulteration with soybean oil was found at levels near 100 in two extra virgin and one refined sample of avocado oil with many of the samples showing some level of contamination with seed oils like soybean oil why would you include this in your diet it's rancid it's oxidized and much of it is cut with seed oils that are harmful for humans use animal fats like tallow and butter if you really want to thrive 
2085,id: _VxsifaNVAU
2086,look at what I found guys a snack stand in the hospital you got banana chocolates cake iced lemon cake blueberry crumb muffins lemon cranberry muffins I don't even know what that is cream danishes carrot cake chocolate cake raspberry cream Triple Threat chocolate cake well good for business in the hospital I guess 
2087,id: dKTUVGDjKj0
2088,i'm gonna show you guys how to eat animal base for less than ten dollars a day at any grocery store in the united states i've got ground beef sixteen dollars for five pounds that's three dollars and twenty cents a pound i can eat two pounds a day and we're up to six dollars and forty cents organic raw honey 12.49 for two pounds comes out to around 87 cents for three tablespoons a day a pound of butter six dollars three tablespoons a day 66 cents get some bananas i'll eat about three a day 60 cents avocado 89 cents a bag of fuji apples comes out to 55 cents per apple one apple per day don't tell me you can't afford this why would you spend ten dollars a day on junk food or processed food or fast food when you could spend ten dollars a day on the most nutrient-rich foods on the planet that leads to optimal health 
2089,id: MjktANQG120
2090,this is how to find raw milk near you i'm in phoenix right now i've never been here i go to real milk.com arizona this farm right here inspire farms looks great 20 minutes away let's go i'm getting in the raw milk mobile let's go get it raw butter raw cream here we come we made it to the raw milk store but in the united states you got to wear a shirt when you go into stores so this is the only shirt that i own and i think they might appreciate it here let's go get some raw cream and milk we hit the jackpot look at this guys raw cream raw milk we're getting a little bit of cream that should last me a day or two we got some butter that's about how much i'll use for lunch jackpot guys thank you 
2091,id: 0lVI3v19iUY
2092,how do you detox from seed oils like these corn canola sunflower safflower soybean oils are very high in an omega-6 fatty acid called linoleic acid we know these omega-6 fatty acids have a half-life of 680 days in your cell membranes that means if you eat seed oils today it's going to take more than eight years to fully return your cell membranes to a normal composition without the linoleic acid that is in excess in these seed oils we don't really know how to speed that process up but the best i can think about this is stop eating seed oils and focus on high stearic acid and odd chain fatty acid animal fats like tallow butter and ghee so get rid of the seed oils and focus on animal fats that i think is the best way to get rid of seed oils from your cell membranes 
2093,id: WiKQAOWfOi4
2094,how are you gonna get how are you gonna get your choline from eating plants where are you going to get choline from where are you going to get creatine from where are you going to get them plants no there's no creatine in Plants where are you going to get carnitine from Where Are You Gonna Get Where Are You Gonna Get uh where are you gonna get answering and touring where are you gonna get vitamin K2 you ever heard of vitamin K2 I'm telling you I don't know how food is in plants 
2095,id: MHTwSRP_cjU
2096,being in nature positively affects your brain chemistry if you live in a city or urban environment i challenge you to get into a natural landscape for five to ten minutes a day here's why with their straight lines right angles concrete and steel cities have been called landscapes of despair and it's true we know from scientific research that being in cities with their right angles and straight lines activates the sympathetic nervous system in humans the fight-or-flight nervous system if you live in a city you may not even appreciate how turned on your sympathetic nervous system is the majority of the time you may be chronically stressed because of your surroundings in contrast a natural environment like this with curved lines and fractals calms our body turns on the parasympathetic nervous system this is what we need to truly thrive as humans 
2097,id: FwglS-HbmNw
